test_type,target_n,h,direct_depth,tested_depth,residual_nonempty,max_states_in_layer,elapsed_seconds
window,3,2,2,1,False,1,0.000058
window,3,2,2,2,True,1,0.000100
window,3,2,2,3,False,1,0.000065
window,3,2,2,4,False,1,0.000064
window,5,2,1,1,True,1,0.000033
window,5,2,1,2,False,1,0.000065
window,5,2,1,3,False,1,0.000075
window,7,3,5,3,False,1,0.000080
window,7,3,5,4,False,1,0.000105
window,7,3,5,5,True,1,0.000187
window,7,3,5,6,False,1,0.000220
window,7,3,5,7,False,2,0.000354
window,9,3,6,4,False,1,0.000102
window,9,3,6,5,False,1,0.000185
window,9,3,6,6,True,1,0.000222
window,9,3,6,7,False,2,0.000358
window,9,3,6,8,False,2,0.000447
window,11,3,4,2,False,1,0.000073
window,11,3,4,3,False,1,0.000098
window,11,3,4,4,True,1,0.000132
window,11,3,4,5,False,1,0.000172
window,11,3,4,6,False,2,0.000347
window,13,3,2,1,False,1,0.000032
window,13,3,2,2,True,1,0.000068
window,13,3,2,3,False,1,0.000100
window,13,3,2,4,False,1,0.000137
window,15,3,5,3,False,1,0.000116
window,15,3,5,4,False,1,0.000152
window,15,3,5,5,True,2,0.000305
window,15,3,5,6,False,2,0.000366
window,15,3,5,7,False,3,0.000486
window,17,3,3,1,False,1,0.000031
window,17,3,3,2,False,1,0.000066
window,17,3,3,3,True,1,0.000097
window,17,3,3,4,False,1,0.000140
window,17,3,3,5,False,2,0.000309
window,19,3,6,4,False,1,0.000139
window,19,3,6,5,False,2,0.000318
window,19,3,6,6,True,2,0.000404
window,19,3,6,7,False,3,0.000489
window,19,3,6,8,False,3,0.000601
window,21,3,1,1,True,1,0.000051
window,21,3,1,2,False,1,0.000082
window,21,3,1,3,False,1,0.000119
window,23,4,4,2,False,1,0.000067
window,23,4,4,3,False,1,0.000103
window,23,4,4,4,True,2,0.000204
window,23,4,4,5,False,2,0.000317
window,23,4,4,6,False,3,0.000440
window,25,4,7,5,False,2,0.000327
window,25,4,7,6,False,3,0.000448
window,25,4,7,7,True,3,0.000532
window,25,4,7,8,False,4,0.000749
window,25,4,7,9,False,4,0.000892
window,27,4,41,39,False,2541,1.718384
window,27,4,41,40,False,3718,2.672783
window,27,4,41,41,True,4045,3.033385
window,27,4,41,42,False,5446,4.123748
window,27,4,41,43,False,7216,5.440103
window,29,4,5,3,False,1,0.000133
window,29,4,5,4,False,2,0.000248
window,29,4,5,5,True,2,0.000337
window,29,4,5,6,False,3,0.000447
window,29,4,5,7,False,3,0.000556
window,31,4,39,37,False,1732,1.100785
window,31,4,39,38,False,2541,1.664445
window,31,4,39,39,True,2812,1.970067
window,31,4,39,40,False,3718,2.579360
window,31,4,39,41,False,4897,3.530086
window,33,4,8,6,False,3,0.000781
window,33,4,8,7,False,4,0.000938
window,33,4,8,8,True,4,0.000781
window,33,4,8,9,False,5,0.000946
window,33,4,8,10,False,6,0.001352
window,35,4,3,1,False,1,0.000030
window,35,4,3,2,False,1,0.000065
window,35,4,3,3,True,2,0.000135
window,35,4,3,4,False,2,0.000241
window,35,4,3,5,False,3,0.000360
window,37,4,6,4,False,2,0.000244
window,37,4,6,5,False,3,0.000358
window,37,4,6,6,True,3,0.000446
window,37,4,6,7,False,4,0.000676
window,37,4,6,8,False,4,0.000837
window,39,4,11,9,False,5,0.000912
window,39,4,11,10,False,7,0.001497
window,39,4,11,11,True,7,0.001720
window,39,4,11,12,False,10,0.002298
window,39,4,11,13,False,13,0.003523
window,41,4,40,38,False,2541,1.711938
window,41,4,40,39,False,3718,2.643522
window,41,4,40,40,True,4045,3.002182
window,41,4,40,41,False,5446,3.970396
window,41,4,40,42,False,7216,5.493986
window,43,4,9,7,False,4,0.000747
window,43,4,9,8,False,5,0.000930
window,43,4,9,9,True,5,0.001012
window,43,4,9,10,False,7,0.001542
window,43,4,9,11,False,8,0.002123
window,45,4,4,2,False,1,0.000089
window,45,4,4,3,False,2,0.000217
window,45,4,4,4,True,2,0.000306
window,45,4,4,5,False,3,0.000422
window,45,4,4,6,False,4,0.000673
window,47,4,38,36,False,1732,1.121660
window,47,4,38,37,False,2541,1.708015
window,47,4,38,38,True,2812,1.984493
window,47,4,38,39,False,3718,2.585607
window,47,4,38,40,False,4897,3.577883
window,49,4,7,5,False,3,0.000402
window,49,4,7,6,False,4,0.000597
window,49,4,7,7,True,4,0.000682
window,49,4,7,8,False,5,0.000888
window,49,4,7,9,False,6,0.001303
window,51,4,7,5,False,3,0.000411
window,51,4,7,6,False,4,0.000701
window,51,4,7,7,True,4,0.000839
window,51,4,7,8,False,5,0.001191
window,51,4,7,9,False,6,0.001412
window,53,4,2,1,False,1,0.000030
window,53,4,2,2,True,1,0.000066
window,53,4,2,3,False,2,0.000177
window,53,4,2,4,False,3,0.000290
window,55,4,41,39,False,3718,2.596385
window,55,4,41,40,False,5446,3.979445
window,55,4,41,41,True,5939,4.548336
window,55,4,41,42,False,8020,6.055155
window,55,4,41,43,False,10651,8.375212
window,57,4,10,8,False,5,0.000977
window,57,4,10,9,False,7,0.001487
window,57,4,10,10,True,7,0.001532
window,57,4,10,11,False,10,0.002331
window,57,4,10,12,False,11,0.003272
window,59,4,10,8,False,5,0.000961
window,59,4,10,9,False,7,0.001421
window,59,4,10,10,True,7,0.001652
window,59,4,10,11,False,10,0.002287
window,59,4,10,12,False,13,0.003188
window,61,4,5,3,False,2,0.000183
window,61,4,5,4,False,3,0.000301
window,61,4,5,5,True,3,0.000394
window,61,4,5,6,False,4,0.000613
window,61,4,5,7,False,5,0.000816
window,63,4,39,37,False,2541,1.695244
window,63,4,39,38,False,3718,2.603263
window,63,4,39,39,True,4124,3.101688
window,63,4,39,40,False,5446,4.062598
window,63,4,39,41,False,7216,5.549450
window,65,4,8,6,False,4,0.000662
window,65,4,8,7,False,5,0.000853
window,65,4,8,8,True,5,0.000969
window,65,4,8,9,False,7,0.001496
window,65,4,8,10,False,8,0.002514
window,67,5,8,6,False,4,0.000694
window,67,5,8,7,False,5,0.000874
window,67,5,8,8,True,5,0.001075
window,67,5,8,9,False,7,0.001547
window,67,5,8,10,False,8,0.002227
window,69,5,3,1,False,1,0.000052
window,69,5,3,2,False,2,0.000147
window,69,5,3,3,True,2,0.000238
window,69,5,3,4,False,3,0.000348
window,69,5,3,5,False,4,0.000562
window,71,5,37,35,False,1732,1.127235
window,71,5,37,36,False,2541,1.686159
window,71,5,37,37,True,2812,1.953812
window,71,5,37,38,False,3718,2.639537
window,71,5,37,39,False,4897,3.532140
window,73,5,42,40,False,5446,3.987702
window,73,5,42,41,False,8020,6.257286
window,73,5,42,42,True,8676,7.474833
window,73,5,42,43,False,11807,9.425355
window,73,5,42,44,False,15728,12.704203
window,75,5,3,1,False,1,0.000068
window,75,5,3,2,False,2,0.000143
window,75,5,3,3,True,3,0.000270
window,75,5,3,4,False,3,0.000329
window,75,5,3,5,False,4,0.000523
window,77,5,6,4,False,3,0.000301
window,77,5,6,5,False,4,0.000513
window,77,5,6,6,True,4,0.000666
window,77,5,6,7,False,5,0.000888
window,77,5,6,8,False,6,0.001312
window,79,5,11,9,False,7,0.001484
window,79,5,11,10,False,10,0.002286
window,79,5,11,11,True,10,0.002612
window,79,5,11,12,False,14,0.003678
window,79,5,11,13,False,18,0.005093
window,81,5,6,4,False,3,0.000334
window,81,5,6,5,False,4,0.000535
window,81,5,6,6,True,4,0.000688
window,81,5,6,7,False,5,0.000921
window,81,5,6,8,False,7,0.001427
window,83,5,40,38,False,3718,2.563622
window,83,5,40,39,False,5446,3.812312
window,83,5,40,40,True,5939,4.606271
window,83,5,40,41,False,8020,6.073977
window,83,5,40,42,False,10651,8.377829
window,85,5,1,1,True,1,0.000061
window,85,5,1,2,False,2,0.000112
window,85,5,1,3,False,3,0.000221
window,87,5,9,7,False,5,0.000891
window,87,5,9,8,False,7,0.001404
window,87,5,9,9,True,7,0.001604
window,87,5,9,10,False,10,0.002280
window,87,5,9,11,False,12,0.003013
window,89,5,9,7,False,5,0.000847
window,89,5,9,8,False,7,0.001365
window,89,5,9,9,True,7,0.001728
window,89,5,9,10,False,10,0.002261
window,89,5,9,11,False,13,0.003143
window,91,5,33,31,False,803,0.443676
window,91,5,33,32,False,1172,0.694243
window,91,5,33,33,True,1306,0.817173
window,91,5,33,34,False,1732,1.095010
window,91,5,33,35,False,2513,1.592438
window,93,5,4,2,False,2,0.000159
window,93,5,4,3,False,3,0.000276
window,93,5,4,4,True,3,0.000347
window,93,5,4,5,False,4,0.000543
window,93,5,4,6,False,5,0.000780
window,95,5,38,36,False,2541,1.657768
window,95,5,38,37,False,3718,2.526318
window,95,5,38,38,True,4124,3.007617
window,95,5,38,39,False,5446,4.359866
window,95,5,38,40,False,7216,5.627987
window,97,5,43,41,False,8020,6.158352
window,97,5,43,42,False,11807,9.250247
window,97,5,43,43,True,12649,10.372765
window,97,5,43,44,False,17413,14.193608
window,97,5,43,45,False,23032,19.582581
window,99,5,7,5,False,4,0.000566
window,99,5,7,6,False,5,0.000770
window,99,5,7,7,True,5,0.000977
window,99,5,7,8,False,7,0.001415
window,99,5,7,9,False,8,0.001989
window,101,5,7,5,False,4,0.000516
window,101,5,7,6,False,5,0.000713
window,101,5,7,7,True,5,0.000884
window,101,5,7,8,False,7,0.001373
window,101,5,7,9,False,8,0.001939
window,103,5,31,29,False,551,0.299336
window,103,5,31,30,False,803,0.456331
window,103,5,31,31,True,882,0.517882
window,103,5,31,32,False,1172,0.691968
window,103,5,31,33,False,1732,1.053300
window,105,5,12,10,False,10,0.002338
window,105,5,12,11,False,14,0.003710
window,105,5,12,12,True,14,0.003955
window,105,5,12,13,False,21,0.005622
window,105,5,12,14,False,26,0.007478
window,107,5,36,34,False,1732,1.063600
window,107,5,36,35,False,2541,1.619221
window,107,5,36,36,True,2812,1.913607
window,107,5,36,37,False,3718,2.491923
window,107,5,36,38,False,4897,3.456198
window,109,5,41,39,False,5446,3.979552
window,109,5,41,40,False,8020,5.927673
window,109,5,41,41,True,8573,6.767402
window,109,5,41,42,False,11807,9.283836
window,109,5,41,43,False,15728,12.846214
window,111,5,24,22,False,123,0.052169
window,111,5,24,23,False,180,0.079509
window,111,5,24,24,True,200,0.100396
window,111,5,24,25,False,263,0.124853
window,111,5,24,26,False,384,0.187144
window,113,5,2,1,False,1,0.000044
window,113,5,2,2,True,2,0.000113
window,113,5,2,3,False,3,0.000227
window,113,5,2,4,False,4,0.000413
window,115,5,10,8,False,7,0.001376
window,115,5,10,9,False,10,0.002177
window,115,5,10,10,True,10,0.002361
window,115,5,10,11,False,14,0.004270
window,115,5,10,12,False,17,0.004733
window,117,5,5,3,False,3,0.000277
window,117,5,5,4,False,4,0.000493
window,117,5,5,5,True,4,0.000546
window,117,5,5,6,False,5,0.000786
window,117,5,5,7,False,6,0.001381
window,119,5,10,8,False,7,0.001453
window,119,5,10,9,False,10,0.002174
window,119,5,10,10,True,10,0.002493
window,119,5,10,11,False,14,0.003827
window,119,5,10,12,False,18,0.005018
window,121,5,34,32,False,1172,0.701123
window,121,5,34,33,False,1732,1.056376
window,121,5,34,34,True,1906,1.278393
window,121,5,34,35,False,2541,1.766120
window,121,5,34,36,False,3466,2.371160
window,123,5,15,13,False,21,0.005988
window,123,5,15,14,False,29,0.008618
window,123,5,15,15,True,29,0.009248
window,123,5,15,16,False,41,0.014157
window,123,5,15,17,False,51,0.018741
window,125,5,39,37,False,3718,2.650039
window,125,5,39,38,False,5446,3.983234
window,125,5,39,39,True,5939,4.566847
window,125,5,39,40,False,8020,6.078283
window,125,5,39,41,False,10651,8.416938
window,127,5,15,13,False,21,0.005934
window,127,5,15,14,False,29,0.009326
window,127,5,15,15,True,30,0.010372
window,127,5,15,16,False,41,0.014180
window,127,5,15,17,False,51,0.019626
window,129,5,44,42,False,11807,9.379658
window,129,5,44,43,False,17413,14.087474
window,129,5,44,44,True,18657,15.819485
window,129,5,44,45,False,25497,21.639928
window,129,5,44,46,False,33947,29.747755
window,131,5,8,6,False,5,0.000765
window,131,5,8,7,False,7,0.001254
window,131,5,8,8,True,7,0.001448
window,131,5,8,9,False,10,0.002245
window,131,5,8,10,False,12,0.002925
window,133,5,8,6,False,5,0.000866
window,133,5,8,7,False,7,0.001284
window,133,5,8,8,True,7,0.001439
window,133,5,8,9,False,10,0.002181
window,133,5,8,10,False,13,0.003040
window,135,5,13,11,False,14,0.003836
window,135,5,13,12,False,21,0.005612
window,135,5,13,13,True,21,0.006580
window,135,5,13,14,False,29,0.008526
window,135,5,13,15,False,33,0.011290
window,137,5,32,30,False,803,0.465699
window,137,5,32,31,False,1172,0.687958
window,137,5,32,32,True,1306,0.811616
window,137,5,32,33,False,1732,1.054785
window,137,5,32,34,False,2513,1.568899
window,139,5,13,11,False,14,0.004759
window,139,5,13,12,False,21,0.006301
window,139,5,13,13,True,21,0.006038
window,139,5,13,14,False,29,0.008478
window,139,5,13,15,False,36,0.011914
window,141,5,3,1,False,1,0.000056
window,141,5,3,2,False,2,0.000145
window,141,5,3,3,True,3,0.000281
window,141,5,3,4,False,4,0.000482
window,141,5,3,5,False,5,0.000668
window,143,5,37,35,False,2541,1.623700
window,143,5,37,36,False,3718,2.499901
window,143,5,37,37,True,4124,3.001726
window,143,5,37,38,False,5446,3.905131
window,143,5,37,39,False,7216,5.372090
window,145,5,42,40,False,8020,6.002808
window,145,5,42,41,False,11807,9.118734
window,145,5,42,42,True,12649,10.281180
window,145,5,42,43,False,17413,14.061854
window,145,5,42,44,False,23032,19.450552
window,147,5,42,40,False,8020,5.984469
window,147,5,42,41,False,11807,9.139032
window,147,5,42,42,True,12810,10.518545
window,147,5,42,43,False,17413,14.312089
window,147,5,42,44,False,23032,19.455760
window,149,5,6,4,False,4,0.000461
window,149,5,6,5,False,5,0.000621
window,149,5,6,6,True,5,0.000749
window,149,5,6,7,False,7,0.001622
window,149,5,6,8,False,8,0.001888
window,151,5,3,1,False,1,0.000039
window,151,5,3,2,False,2,0.000113
window,151,5,3,3,True,4,0.000310
window,151,5,3,4,False,4,0.000441
window,151,5,3,5,False,5,0.000656
window,153,5,11,9,False,10,0.002291
window,153,5,11,10,False,14,0.003578
window,153,5,11,11,True,14,0.003858
window,153,5,11,12,False,21,0.005677
window,153,5,11,13,False,25,0.007195
window,155,5,30,28,False,551,0.294585
window,155,5,30,29,False,803,0.441514
window,155,5,30,30,True,882,0.514508
window,155,5,30,31,False,1172,0.702008
window,155,5,30,32,False,1732,1.066659
window,157,5,11,9,False,10,0.002336
window,157,5,11,10,False,14,0.003685
window,157,5,11,11,True,14,0.003992
window,157,5,11,12,False,21,0.005892
window,157,5,11,13,False,26,0.007906
window,159,5,18,16,False,41,0.014335
window,159,5,18,17,False,55,0.021719
window,159,5,18,18,True,63,0.025836
window,159,5,18,19,False,82,0.031997
window,159,5,18,20,False,123,0.049682
window,161,5,35,33,False,1732,1.090267
window,161,5,35,34,False,2541,1.665227
window,161,5,35,35,True,2812,1.930515
window,161,5,35,36,False,3718,2.500310
window,161,5,35,37,False,4897,3.454756
window,163,5,6,4,False,4,0.000463
window,163,5,6,5,False,5,0.000963
window,163,5,6,6,True,5,0.000949
window,163,5,6,7,False,7,0.001278
window,163,5,6,8,False,10,0.001990
window,165,5,40,38,False,5446,3.914683
window,165,5,40,39,False,8020,5.883457
window,165,5,40,40,True,8585,6.748715
window,165,5,40,41,False,11807,9.161717
window,165,5,40,42,False,15728,12.673050
window,167,5,23,21,False,123,0.053418
window,167,5,23,22,False,180,0.077676
window,167,5,23,23,True,200,0.096512
window,167,5,23,24,False,263,0.123562
window,167,5,23,25,False,384,0.185286
window,169,5,16,14,False,29,0.008612
window,169,5,16,15,False,41,0.013459
window,169,5,16,16,True,42,0.015311
window,169,5,16,17,False,55,0.020642
window,169,5,16,18,False,74,0.027944
window,171,5,45,43,False,17413,14.287488
window,171,5,45,44,False,25497,21.868842
window,171,5,45,45,True,27095,24.984602
window,171,5,45,46,False,37554,34.164343
window,171,5,45,47,False,50055,46.638339
window,173,5,9,7,False,7,0.001304
window,173,5,9,8,False,10,0.002123
window,173,5,9,9,True,10,0.002287
window,173,5,9,10,False,14,0.003636
window,173,5,9,11,False,17,0.004631
window,175,5,28,26,False,384,0.191707
window,175,5,28,27,False,551,0.294276
window,175,5,28,28,True,614,0.350968
window,175,5,28,29,False,803,0.440267
window,175,5,28,30,False,1172,0.679237
window,177,5,9,7,False,7,0.001385
window,177,5,9,8,False,10,0.002183
window,177,5,9,9,True,10,0.002335
window,177,5,9,10,False,14,0.003579
window,177,5,9,11,False,18,0.004954
window,179,5,9,7,False,7,0.001396
window,179,5,9,8,False,10,0.002024
window,179,5,9,9,True,10,0.002353
window,179,5,9,10,False,14,0.003562
window,179,5,9,11,False,18,0.004934
window,181,5,4,2,False,2,0.000119
window,181,5,4,3,False,4,0.000314
window,181,5,4,4,True,4,0.000433
window,181,5,4,5,False,5,0.000629
window,181,5,4,6,False,7,0.001077
